source,target,weight
Node151,Node334,4
Node151,Node342,7
Node151,Node353,6
Node151,Node355,9
Node151,Node361,1
Node151,Node369,10
Node151,Node370,1
Node151,Node371,3
Node151,Node376,6
Node151,Node379,5
Node151,Node385,10
Node151,Node402,8
Node151,Node411,5
Node151,Node427,8
Node151,Node431,10
Node151,Node432,3
Node151,Node434,2
Node151,Node439,5
Node151,Node453,2
Node151,Node459,3
Node151,Node460,5
Node151,Node464,9
Node151,Node477,7
Node151,Node483,10
Node151,Node486,10
Node151,Node488,3
Node151,Node505,1
Node151,Node509,3
Node151,Node517,2
Node151,Node518,2
Node151,Node534,4
Node151,Node535,7
Node151,Node544,7
Node151,Node546,4
Node151,Node556,2
Node151,Node558,8
Node151,Node560,5
Node151,Node566,10
Node151,Node569,8
Node151,Node571,10
Node151,Node574,3
Node151,Node575,9
Node151,Node589,10
Node151,Node596,5
Node151,Node598,6
Node151,Node602,1
Node151,Node606,1
Node151,Node616,1
Node151,Node621,5
Node151,Node624,1
Node151,Node635,1
Node151,Node639,10
Node151,Node640,8
Node151,Node651,8
Node151,Node654,2
Node151,Node655,6
Node151,Node661,9
Node151,Node663,10
Node151,Node666,5
Node151,Node668,5
Node151,Node684,4
Node151,Node685,8
Node151,Node688,1
Node151,Node690,5
Node151,Node692,1
Node151,Node693,1
Node151,Node694,5
Node151,Node703,9
Node151,Node711,1
Node151,Node715,6
Node151,Node735,3
Node151,Node743,7
Node151,Node745,6
Node151,Node746,4
Node151,Node748,4
Node151,Node751,7
Node151,Node757,3
Node151,Node758,2
Node151,Node761,7
Node151,Node765,4
Node151,Node773,3
Node151,Node777,9
Node151,Node783,4
Node151,Node790,8
Node151,Node793,4
Node151,Node795,7
Node151,Node799,7
Node151,Node802,8
Node151,Node804,7
Node151,Node810,9
Node151,Node812,6
Node151,Node813,4
Node151,Node820,5
Node151,Node822,2
Node151,Node828,3
Node151,Node830,1
Node151,Node840,8
Node151,Node845,5
Node151,Node850,6
Node151,Node852,9
Node151,Node859,1
Node151,Node860,7
Node151,Node865,6
Node151,Node873,3
Node151,Node874,7
Node151,Node876,10
Node151,Node877,4
Node151,Node888,7
Node151,Node890,10
Node151,Node897,10
Node151,Node902,4
Node151,Node909,7
Node151,Node913,7
Node151,Node920,4
Node151,Node923,8
Node151,Node930,9
Node151,Node936,3
Node151,Node953,7
Node151,Node955,9
Node151,Node959,2
Node151,Node965,2
Node151,Node967,3
Node151,Node972,2
Node151,Node981,10
Node151,Node982,3
Node151,Node983,6
Node151,Node986,1
Node151,Node989,2
Node151,Node993,10
Node151,Node998,10
Node152,Node158,5
Node152,Node161,1
Node152,Node165,3
Node152,Node169,1
Node152,Node170,10
Node152,Node173,10
Node152,Node178,4
Node152,Node183,9
Node152,Node195,5
Node152,Node197,9
Node152,Node198,2
Node152,Node203,3
Node152,Node205,1
Node152,Node213,8
Node152,Node215,4
Node152,Node218,6
Node152,Node219,3
Node152,Node226,6
Node152,Node229,6
Node152,Node233,1
Node152,Node235,2
Node152,Node239,10
Node152,Node247,5
Node152,Node250,3
Node152,Node253,2
Node152,Node256,8
Node152,Node260,7
Node152,Node261,10
Node152,Node267,8
Node152,Node280,4
Node152,Node283,6
Node152,Node284,3
Node152,Node286,8
Node152,Node287,2
Node152,Node295,3
Node152,Node299,8
Node152,Node302,3
Node152,Node309,1
Node152,Node315,10
Node152,Node316,8
Node152,Node323,1
Node152,Node325,3
Node152,Node327,4
Node152,Node335,1
Node152,Node339,4
Node152,Node347,7
Node152,Node352,6
Node152,Node356,7
Node152,Node360,6
Node152,Node367,9
Node152,Node382,3
Node152,Node383,7
Node152,Node387,7
Node152,Node391,3
Node152,Node405,6
Node152,Node417,4
Node152,Node420,8
Node152,Node424,1
Node152,Node425,4
Node152,Node432,10
Node152,Node433,4
Node152,Node435,1
Node152,Node445,10
Node152,Node455,4
Node152,Node457,3
Node152,Node459,3
Node152,Node460,1
Node152,Node461,7
Node152,Node462,3
Node152,Node463,4
Node152,Node469,8
Node152,Node480,1
Node152,Node481,5
Node152,Node491,4
Node152,Node493,2
Node152,Node497,9
Node152,Node506,7
Node152,Node508,10
Node152,Node510,9
Node152,Node516,2
Node152,Node517,5
Node152,Node519,4
Node152,Node525,9
Node152,Node532,3
Node152,Node536,4
Node152,Node539,3
Node152,Node550,7
Node152,Node558,4
Node152,Node567,8
Node152,Node569,3
Node152,Node571,10
Node152,Node572,5
Node152,Node575,4
Node152,Node578,5
Node152,Node605,4
Node152,Node606,2
Node152,Node612,1
Node152,Node615,10
Node152,Node616,1
Node152,Node617,8
Node152,Node624,9
Node152,Node625,7
Node152,Node645,8
Node152,Node646,2
Node152,Node653,6
Node152,Node654,3
Node152,Node666,1
Node152,Node669,8
Node152,Node674,7
Node152,Node676,7
Node152,Node681,9
Node152,Node682,3
Node152,Node683,9
Node152,Node690,3
Node152,Node694,8
Node152,Node710,3
Node152,Node712,4
Node152,Node718,7
Node152,Node719,9
Node152,Node720,10
Node152,Node722,1
Node152,Node724,1
Node152,Node725,7
Node152,Node739,7
Node152,Node742,9
Node152,Node748,2
Node152,Node753,7
Node152,Node757,3
Node152,Node767,5
Node152,Node769,2
Node152,Node776,5
Node152,Node780,8
Node152,Node784,2
Node152,Node791,1
Node152,Node801,6
Node152,Node804,4
Node152,Node809,1
Node152,Node812,5
Node152,Node819,7
Node152,Node821,10
Node152,Node826,3
Node152,Node829,6
Node152,Node846,5
Node152,Node848,1
Node152,Node853,10
Node152,Node854,6
Node152,Node855,5
Node152,Node860,4
Node152,Node864,1
Node152,Node865,6
Node152,Node866,8
Node152,Node877,10
Node152,Node893,2
Node152,Node895,7
Node152,Node909,5
Node152,Node911,10
Node152,Node914,5
Node152,Node921,7
Node152,Node927,3
Node152,Node931,9
Node152,Node936,8
Node152,Node937,3
Node152,Node948,8
Node152,Node949,5
Node152,Node954,5
Node152,Node956,6
Node152,Node962,1
Node152,Node964,8
Node152,Node973,2
Node152,Node982,6
Node152,Node984,5
Node152,Node985,5
Node152,Node988,10
Node152,Node992,5
Node152,Node993,6
Node152,Node995,2
Node152,Node999,6
Node153,Node173,9
Node153,Node176,9
Node153,Node177,3
Node153,Node183,8
Node153,Node184,4
Node153,Node185,6
Node153,Node197,9
Node153,Node200,4
Node153,Node202,6
Node153,Node206,2
Node153,Node212,4
Node153,Node213,3
Node153,Node223,10
Node153,Node242,7
Node153,Node261,9
Node153,Node264,2
Node153,Node266,5
Node153,Node267,4
Node153,Node280,8
Node153,Node286,2
Node153,Node290,1
Node153,Node293,10
Node153,Node294,7
Node153,Node296,5
Node153,Node299,9
Node153,Node307,3
Node153,Node309,8
Node153,Node312,2
Node153,Node343,7
Node153,Node345,6
Node153,Node360,5
Node153,Node370,8
Node153,Node373,5
Node153,Node375,6
Node153,Node376,7
Node153,Node389,5
Node153,Node391,8
Node153,Node393,1
Node153,Node397,7
Node153,Node398,6
Node153,Node410,6
Node153,Node411,4
Node153,Node423,6
Node153,Node432,8
Node153,Node436,6
Node153,Node440,8
Node153,Node442,7
Node153,Node451,9
Node153,Node453,1
Node153,Node461,7
Node153,Node462,5
Node153,Node464,10
Node153,Node465,5
Node153,Node468,6
Node153,Node469,7
Node153,Node470,2
Node153,Node473,3
Node153,Node474,3
Node153,Node479,4
Node153,Node488,1
Node153,Node493,3
Node153,Node503,9
Node153,Node504,6
Node153,Node506,4
Node153,Node508,6
Node153,Node519,10
Node153,Node547,1
Node153,Node549,10
Node153,Node553,2
Node153,Node556,7
Node153,Node560,6
Node153,Node570,2
Node153,Node572,5
Node153,Node580,5
Node153,Node585,2
Node153,Node596,10
Node153,Node597,1
Node153,Node605,3
Node153,Node607,10
Node153,Node609,5
Node153,Node623,7
Node153,Node633,5
Node153,Node641,7
Node153,Node651,4
Node153,Node657,2
Node153,Node660,5
Node153,Node664,6
Node153,Node667,10
Node153,Node676,5
Node153,Node683,10
Node153,Node689,3
Node153,Node690,8
Node153,Node692,3
Node153,Node693,7
Node153,Node697,8
Node153,Node700,2
Node153,Node702,7
Node153,Node703,4
Node153,Node707,9
Node153,Node723,7
Node153,Node724,2
Node153,Node726,4
Node153,Node728,8
Node153,Node733,1
Node153,Node737,7
Node153,Node740,7
Node153,Node741,4
Node153,Node748,5
Node153,Node759,5
Node153,Node760,7
Node153,Node766,8
Node153,Node772,8
Node153,Node779,2
Node153,Node780,5
Node153,Node784,10
Node153,Node800,2
Node153,Node803,4
Node153,Node817,3
Node153,Node848,5
Node153,Node849,1
Node153,Node854,8
Node153,Node858,10
Node153,Node859,10
Node153,Node862,10
Node153,Node864,4
Node153,Node871,6
Node153,Node879,5
Node153,Node886,8
Node153,Node890,6
Node153,Node900,1
Node153,Node907,3
Node153,Node908,4
Node153,Node909,10
Node153,Node922,9
Node153,Node927,10
Node153,Node930,1
Node153,Node935,5
Node153,Node936,2
Node153,Node942,7
Node153,Node944,6
Node153,Node948,8
Node153,Node949,3
Node153,Node954,9
Node153,Node966,9
Node153,Node972,1
Node153,Node985,1
Node153,Node987,8
Node153,Node988,7
Node153,Node994,5
Node153,Node995,1
Node153,Node998,6
Node154,Node155,8
Node154,Node156,1
Node154,Node159,8
Node154,Node163,5
Node154,Node164,10
Node154,Node165,7
Node154,Node173,10
Node154,Node180,1
Node154,Node184,2
Node154,Node196,6
Node154,Node197,6
Node154,Node200,6
Node154,Node207,3
Node154,Node213,10
Node154,Node218,1
Node154,Node220,2
Node154,Node241,9
Node154,Node243,4
Node154,Node259,10
Node154,Node269,9
Node154,Node271,9
Node154,Node272,8
Node154,Node273,8
Node154,Node275,6
Node154,Node277,5
Node154,Node278,4
Node154,Node286,5
Node154,Node295,10
Node154,Node297,1
Node154,Node298,6
Node154,Node300,4
Node154,Node301,5
Node154,Node307,9
Node154,Node309,8
Node154,Node313,7
Node154,Node314,7
Node154,Node315,7
Node154,Node318,8
Node154,Node329,4
Node154,Node344,5
Node154,Node345,2
Node154,Node350,8
Node154,Node351,7
Node154,Node358,7
Node154,Node359,6
Node154,Node364,3
Node154,Node377,10
Node154,Node379,8
Node154,Node383,6
Node154,Node394,10
Node154,Node407,6
Node154,Node410,4
Node154,Node414,10
Node154,Node418,3
Node154,Node424,9
Node154,Node434,6
Node154,Node436,6
Node154,Node440,5
Node154,Node442,9
Node154,Node450,6
Node154,Node454,10
Node154,Node465,5
Node154,Node466,6
Node154,Node468,7
Node154,Node473,7
Node154,Node474,10
Node154,Node476,9
Node154,Node480,6
Node154,Node483,10
Node154,Node485,3
Node154,Node488,10
Node154,Node490,2
Node154,Node495,3
Node154,Node496,8
Node154,Node507,3
Node154,Node510,3
Node154,Node514,6
Node154,Node523,5
Node154,Node524,5
Node154,Node527,2
Node154,Node530,1
Node154,Node534,1
Node154,Node536,1
Node154,Node539,10
Node154,Node540,2
Node154,Node542,7
Node154,Node546,3
Node154,Node548,5
Node154,Node552,2
Node154,Node553,10
Node154,Node556,7
Node154,Node558,10
Node154,Node560,10
Node154,Node564,4
Node154,Node565,1
Node154,Node570,3
Node154,Node575,5
Node154,Node588,5
Node154,Node592,8
Node154,Node604,5
Node154,Node608,8
Node154,Node614,4
Node154,Node617,2
Node154,Node622,7
Node154,Node627,8
Node154,Node632,1
Node154,Node634,1
Node154,Node647,10
Node154,Node654,2
Node154,Node666,8
Node154,Node671,4
Node154,Node673,5
Node154,Node675,8
Node154,Node685,2
Node154,Node693,4
Node154,Node697,2
Node154,Node705,6
Node154,Node708,1
Node154,Node709,8
Node154,Node714,1
Node154,Node720,10
Node154,Node722,5
Node154,Node723,5
Node154,Node733,2
Node154,Node737,3
Node154,Node745,4
Node154,Node754,9
Node154,Node756,8
Node154,Node760,9
Node154,Node766,2
Node154,Node772,7
Node154,Node774,8
Node154,Node775,5
Node154,Node786,1
Node154,Node803,9
Node154,Node805,5
Node154,Node813,6
Node154,Node815,5
Node154,Node819,9
Node154,Node820,1
Node154,Node823,4
Node154,Node829,1
Node154,Node837,5
Node154,Node846,10
Node154,Node847,10
Node154,Node859,7
Node154,Node864,4
Node154,Node869,3
Node154,Node874,10
Node154,Node877,8
Node154,Node882,3
Node154,Node886,1
Node154,Node889,9
Node154,Node894,1
Node154,Node895,2
Node154,Node901,2
Node154,Node902,8
Node154,Node907,4
Node154,Node912,8
Node154,Node915,8
Node154,Node923,7
Node154,Node925,10
Node154,Node927,7
Node154,Node929,9
Node154,Node936,3
Node154,Node938,4
Node154,Node943,6
Node154,Node944,8
Node154,Node946,4
Node154,Node947,9
Node154,Node948,9
Node154,Node951,3
Node154,Node953,8
Node154,Node956,10
Node154,Node961,5
Node154,Node962,6
Node154,Node966,8
Node154,Node972,10
Node154,Node978,8
Node154,Node980,3
Node154,Node988,8
Node155,Node160,8
Node155,Node163,1
Node155,Node164,3
Node155,Node165,7
Node155,Node173,6
Node155,Node178,10
Node155,Node179,7
Node155,Node186,4
Node155,Node192,3
Node155,Node194,9
Node155,Node216,8
Node155,Node231,9
Node155,Node236,10
Node155,Node243,3
Node155,Node245,9
Node155,Node247,9
Node155,Node252,10
Node155,Node253,8
Node155,Node259,10
Node155,Node264,7
Node155,Node275,1
Node155,Node286,7
Node155,Node288,8
Node155,Node292,10
Node155,Node299,5
Node155,Node300,8
Node155,Node302,9
Node155,Node307,8
Node155,Node320,3
Node155,Node321,2
Node155,Node325,7
Node155,Node336,3
Node155,Node342,6
Node155,Node354,9
Node155,Node364,10
Node155,Node365,2
Node155,Node371,4
Node155,Node394,6
Node155,Node395,9
Node155,Node397,1
Node155,Node401,2
Node155,Node405,6
Node155,Node407,3
Node155,Node408,9
Node155,Node413,4
Node155,Node414,5
Node155,Node417,7
Node155,Node420,9
Node155,Node424,10
Node155,Node425,9
Node155,Node429,8
Node155,Node443,5
Node155,Node447,5
Node155,Node453,4
Node155,Node461,2
Node155,Node471,6
Node155,Node475,10
Node155,Node477,2
Node155,Node481,4
Node155,Node484,5
Node155,Node486,10
Node155,Node489,8
Node155,Node492,3
Node155,Node501,5
Node155,Node513,1
Node155,Node516,6
Node155,Node517,8
Node155,Node518,3
Node155,Node529,5
Node155,Node530,9
Node155,Node531,3
Node155,Node534,8
Node155,Node535,4
Node155,Node537,6
Node155,Node543,5
Node155,Node547,1
Node155,Node554,6
Node155,Node562,6
Node155,Node570,2
Node155,Node579,5
Node155,Node581,2
Node155,Node582,6
Node155,Node585,10
Node155,Node591,9
Node155,Node601,6
Node155,Node602,9
Node155,Node603,10
Node155,Node605,2
Node155,Node607,5
Node155,Node608,7
Node155,Node615,5
Node155,Node617,1
Node155,Node624,3
Node155,Node638,8
Node155,Node648,2
Node155,Node649,1
Node155,Node669,4
Node155,Node673,3
Node155,Node674,5
Node155,Node680,10
Node155,Node683,5
Node155,Node687,9
Node155,Node690,5
Node155,Node707,3
Node155,Node712,1
Node155,Node722,7
Node155,Node723,7
Node155,Node735,4
Node155,Node739,3
Node155,Node740,3
Node155,Node742,6
Node155,Node748,4
Node155,Node751,6
Node155,Node752,8
Node155,Node754,7
Node155,Node760,5
Node155,Node785,7
Node155,Node786,8
Node155,Node788,2
Node155,Node793,4
Node155,Node797,2
Node155,Node809,8
Node155,Node823,3
Node155,Node834,4
Node155,Node841,5
Node155,Node844,8
Node155,Node846,7
Node155,Node850,3
Node155,Node857,7
Node155,Node861,1
Node155,Node864,5
Node155,Node865,4
Node155,Node868,1
Node155,Node874,3
Node155,Node879,10
Node155,Node880,8
Node155,Node888,7
Node155,Node892,3
Node155,Node902,8
Node155,Node903,4
Node155,Node916,8
Node155,Node933,3
Node155,Node938,10
Node155,Node962,6
Node155,Node971,1
Node155,Node980,1
Node155,Node982,6
Node155,Node985,1
Node155,Node986,3
Node155,Node987,6
Node155,Node988,8
Node156,Node158,1
Node156,Node169,9
Node156,Node172,1
Node156,Node177,7
Node156,Node178,8
Node156,Node180,8
Node156,Node181,5
Node156,Node182,10
Node156,Node198,8
Node156,Node202,9
Node156,Node206,2
Node156,Node219,2
Node156,Node220,1
Node156,Node221,2
Node156,Node222,10
Node156,Node223,6
Node156,Node237,10
Node156,Node239,9
Node156,Node240,4
Node156,Node241,7
Node156,Node245,5
Node156,Node247,9
Node156,Node248,8
Node156,Node249,6
Node156,Node257,5
Node156,Node262,10
Node156,Node269,10
Node156,Node273,4
Node156,Node274,4
Node156,Node277,10
Node156,Node279,2
Node156,Node284,10
Node156,Node285,1
Node156,Node287,5
Node156,Node290,2
Node156,Node293,2
Node156,Node295,7
Node156,Node299,7
Node156,Node304,9
Node156,Node307,10
Node156,Node316,8
Node156,Node318,5
Node156,Node350,1
Node156,Node351,5
Node156,Node355,9
Node156,Node359,6
Node156,Node360,4
Node156,Node366,3
Node156,Node386,1
Node156,Node402,4
Node156,Node403,7
Node156,Node409,10
Node156,Node412,5
Node156,Node416,10
Node156,Node419,2
Node156,Node426,7
Node156,Node430,9
Node156,Node441,4
Node156,Node445,3
Node156,Node447,9
Node156,Node451,6
Node156,Node452,3
Node156,Node454,9
Node156,Node460,8
Node156,Node462,5
Node156,Node467,9
Node156,Node475,3
Node156,Node476,5
Node156,Node478,2
Node156,Node481,10
Node156,Node482,4
Node156,Node501,10
Node156,Node502,2
Node156,Node506,5
Node156,Node507,4
Node156,Node514,1
Node156,Node519,1
Node156,Node522,7
Node156,Node525,1
Node156,Node528,8
Node156,Node538,2
Node156,Node544,6
Node156,Node559,9
Node156,Node560,8
Node156,Node564,6
Node156,Node572,7
Node156,Node575,7
Node156,Node580,7
Node156,Node582,9
Node156,Node590,8
Node156,Node596,1
Node156,Node597,1
Node156,Node601,4
Node156,Node611,3
Node156,Node616,9
Node156,Node617,10
Node156,Node618,7
Node156,Node625,2
Node156,Node631,4
Node156,Node632,3
Node156,Node633,5
Node156,Node634,2
Node156,Node638,7
Node156,Node652,10
Node156,Node663,6
Node156,Node664,4
Node156,Node669,5
Node156,Node681,2
Node156,Node685,4
Node156,Node690,4
Node156,Node693,4
Node156,Node697,10
Node156,Node704,9
Node156,Node706,3
Node156,Node707,8
Node156,Node710,6
Node156,Node715,5
Node156,Node717,7
Node156,Node720,6
Node156,Node724,9
Node156,Node729,10
Node156,Node733,8
Node156,Node734,10
Node156,Node744,7
Node156,Node746,7
Node156,Node754,10
Node156,Node756,3
Node156,Node759,4
Node156,Node763,10
Node156,Node765,8
Node156,Node768,9
Node156,Node769,2
Node156,Node772,10
Node156,Node773,10
Node156,Node775,3
Node156,Node782,7
Node156,Node787,8
Node156,Node789,7
Node156,Node791,2
Node156,Node799,9
Node156,Node800,2
Node156,Node807,4
Node156,Node809,8
Node156,Node825,6
Node156,Node829,2
Node156,Node832,5
Node156,Node836,9
Node156,Node845,10
Node156,Node848,6
Node156,Node851,8
Node156,Node853,9
Node156,Node856,9
Node156,Node859,9
Node156,Node864,6
Node156,Node865,8
Node156,Node868,7
Node156,Node871,4
Node156,Node873,4
Node156,Node874,7
Node156,Node879,7
Node156,Node883,8
Node156,Node892,1
Node156,Node893,2
Node156,Node895,7
Node156,Node901,7
Node156,Node922,6
Node156,Node926,2
Node156,Node928,7
Node156,Node941,8
Node156,Node957,2
Node156,Node960,2
Node156,Node974,4
Node156,Node976,8
Node156,Node982,4
Node156,Node983,5
Node156,Node984,4
Node156,Node986,5
Node156,Node987,3
Node156,Node994,7
Node157,Node160,4
Node157,Node165,7
Node157,Node169,9
Node157,Node175,9
Node157,Node183,3
Node157,Node196,8
Node157,Node207,9
Node157,Node210,3
Node157,Node212,3
Node157,Node216,10
Node157,Node217,2
Node157,Node220,6
Node157,Node230,2
Node157,Node233,10
Node157,Node234,10
Node157,Node238,3
Node157,Node241,3
Node157,Node249,2
Node157,Node250,8
Node157,Node251,7
Node157,Node253,7
Node157,Node254,7
Node157,Node256,1
Node157,Node257,4
Node157,Node258,4
Node157,Node263,10
Node157,Node264,1
Node157,Node273,2
Node157,Node274,9
Node157,Node275,10
Node157,Node276,5
Node157,Node284,1
Node157,Node285,10
Node157,Node286,10
Node157,Node291,5
Node157,Node292,5
Node157,Node296,3
Node157,Node297,8
Node157,Node298,7
Node157,Node299,9
Node157,Node302,5
Node157,Node306,2
Node157,Node307,4
Node157,Node317,1
Node157,Node325,2
Node157,Node330,1
Node157,Node345,5
Node157,Node346,9
Node157,Node351,9
Node157,Node354,5
Node157,Node359,2
Node157,Node364,7
Node157,Node379,5
Node157,Node390,4
Node157,Node392,8
Node157,Node400,2
Node157,Node407,2
Node157,Node410,3
Node157,Node416,2
Node157,Node419,8
Node157,Node429,3
Node157,Node430,5
Node157,Node435,5
Node157,Node437,5
Node157,Node439,5
Node157,Node444,4
Node157,Node448,10
Node157,Node449,2
Node157,Node468,5
Node157,Node469,10
Node157,Node475,5
Node157,Node477,9
Node157,Node478,10
Node157,Node479,9
Node157,Node488,9
Node157,Node496,6
Node157,Node497,8
Node157,Node502,5
Node157,Node519,5
Node157,Node520,10
Node157,Node523,7
Node157,Node524,4
Node157,Node530,7
Node157,Node544,1
Node157,Node545,3
Node157,Node546,5
Node157,Node548,1
Node157,Node553,5
Node157,Node554,9
Node157,Node558,2
Node157,Node561,7
Node157,Node569,1
Node157,Node571,1
Node157,Node576,3
Node157,Node579,4
Node157,Node581,5
Node157,Node582,3
Node157,Node586,3
Node157,Node587,6
Node157,Node594,4
Node157,Node596,4
Node157,Node598,4
Node157,Node605,1
Node157,Node625,4
Node157,Node628,2
Node157,Node632,4
Node157,Node633,1
Node157,Node637,1
Node157,Node656,5
Node157,Node659,5
Node157,Node662,9
Node157,Node663,1
Node157,Node666,9
Node157,Node681,9
Node157,Node689,10
Node157,Node691,2
Node157,Node697,5
Node157,Node699,3
Node157,Node701,7
Node157,Node704,7
Node157,Node705,10
Node157,Node706,1
Node157,Node710,7
Node157,Node716,1
Node157,Node724,7
Node157,Node725,3
Node157,Node731,3
Node157,Node733,7
Node157,Node739,10
Node157,Node741,9
Node157,Node744,5
Node157,Node745,1
Node157,Node746,4
Node157,Node752,7
Node157,Node761,10
Node157,Node762,4
Node157,Node764,9
Node157,Node769,2
Node157,Node770,5
Node157,Node779,9
Node157,Node793,4
Node157,Node794,5
Node157,Node796,2
Node157,Node797,7
Node157,Node802,8
Node157,Node804,4
Node157,Node811,10
Node157,Node827,2
Node157,Node829,2
Node157,Node833,7
Node157,Node834,2
Node157,Node836,10
Node157,Node837,3
Node157,Node839,10
Node157,Node843,8
Node157,Node844,10
Node157,Node848,6
Node157,Node856,4
Node157,Node857,3
Node157,Node860,9
Node157,Node862,9
Node157,Node871,5
Node157,Node874,8
Node157,Node878,4
Node157,Node890,5
Node157,Node892,9
Node157,Node895,4
Node157,Node903,10
Node157,Node904,8
Node157,Node910,7
Node157,Node924,9
Node157,Node935,4
Node157,Node940,10
Node157,Node953,9
Node157,Node958,7
Node157,Node962,8
Node157,Node964,4
Node157,Node974,4
Node157,Node975,4
Node157,Node977,1
Node157,Node978,7
Node157,Node981,7
Node157,Node982,8
Node158,Node162,6
Node158,Node164,4
Node158,Node169,9
Node158,Node177,2
Node158,Node189,7
Node158,Node193,2
Node158,Node194,3
Node158,Node196,9
Node158,Node202,9
Node158,Node204,9
Node158,Node205,1
Node158,Node207,9
Node158,Node210,9
Node158,Node213,4
Node158,Node218,10
Node158,Node224,2
Node158,Node225,7
Node158,Node230,7
Node158,Node232,10
Node158,Node235,2
Node158,Node238,9
Node158,Node249,9
Node158,Node254,6
Node158,Node274,4
Node158,Node277,6
Node158,Node280,10
Node158,Node282,10
Node158,Node286,7
Node158,Node287,2
Node158,Node290,9
Node158,Node300,1
Node158,Node311,8
Node158,Node312,1
Node158,Node316,4
Node158,Node318,1
Node158,Node320,3
Node158,Node324,5
Node158,Node325,10
Node158,Node333,4
Node158,Node338,3
Node158,Node344,6
Node158,Node347,5
Node158,Node348,1
Node158,Node350,10
Node158,Node351,8
Node158,Node352,9
Node158,Node354,4
Node158,Node355,10
Node158,Node358,8
Node158,Node365,6
Node158,Node366,5
Node158,Node389,4
Node158,Node392,8
Node158,Node403,2
Node158,Node406,5
Node158,Node417,1
Node158,Node421,6
Node158,Node429,3
Node158,Node430,9
Node158,Node436,6
Node158,Node437,9
Node158,Node440,7
Node158,Node442,1
Node158,Node449,4
Node158,Node453,2
Node158,Node459,5
Node158,Node460,8
Node158,Node469,7
Node158,Node475,1
Node158,Node481,3
Node158,Node489,2
Node158,Node494,10
Node158,Node495,2
Node158,Node497,9
Node158,Node507,10
Node158,Node510,6
Node158,Node512,6
Node158,Node529,7
Node158,Node532,3
Node158,Node535,8
Node158,Node536,2
Node158,Node537,9
Node158,Node538,9
Node158,Node545,3
Node158,Node555,7
Node158,Node558,2
Node158,Node562,2
Node158,Node565,3
Node158,Node568,5
Node158,Node574,9
Node158,Node581,3
Node158,Node591,6
Node158,Node592,9
Node158,Node595,8
Node158,Node599,4
Node158,Node600,10
Node158,Node603,10
Node158,Node618,3
Node158,Node620,3
Node158,Node630,8
Node158,Node638,10
Node158,Node639,1
Node158,Node645,1
Node158,Node650,6
Node158,Node652,6
Node158,Node653,4
Node158,Node666,3
Node158,Node671,4
Node158,Node679,3
Node158,Node685,10
Node158,Node688,10
Node158,Node697,1
Node158,Node699,9
Node158,Node703,7
Node158,Node707,7
Node158,Node710,9
Node158,Node713,2
Node158,Node722,10
Node158,Node727,2
Node158,Node731,3
Node158,Node737,9
Node158,Node738,8
Node158,Node744,4
Node158,Node749,6
Node158,Node752,2
Node158,Node753,4
Node158,Node755,8
Node158,Node756,3
Node158,Node760,5
Node158,Node765,2
Node158,Node770,4
Node158,Node773,3
Node158,Node775,5
Node158,Node777,5
Node158,Node778,4
Node158,Node781,10
Node158,Node782,4
Node158,Node785,6
Node158,Node788,1
Node158,Node790,5
Node158,Node795,1
Node158,Node804,4
Node158,Node807,7
Node158,Node816,5
Node158,Node818,8
Node158,Node831,7
Node158,Node839,6
Node158,Node840,5
Node158,Node841,5
Node158,Node847,7
Node158,Node851,7
Node158,Node854,2
Node158,Node856,8
Node158,Node859,1
Node158,Node860,10
Node158,Node869,8
Node158,Node870,7
Node158,Node880,3
Node158,Node888,10
Node158,Node889,3
Node158,Node890,1
Node158,Node891,5
Node158,Node893,8
Node158,Node901,6
Node158,Node906,3
Node158,Node915,2
Node158,Node921,6
Node158,Node927,6
Node158,Node929,5
Node158,Node933,7
Node158,Node934,7
Node158,Node940,5
Node158,Node947,8
Node158,Node956,7
Node158,Node957,10
Node158,Node963,9
Node158,Node968,9
Node158,Node972,8
Node158,Node982,5
Node158,Node983,9
Node158,Node987,1
Node158,Node996,5
Node158,Node997,7
Node159,Node169,9
Node159,Node171,2
Node159,Node182,7
Node159,Node190,3
Node159,Node198,9
Node159,Node199,7
Node159,Node204,5
Node159,Node206,5
Node159,Node207,1
Node159,Node212,2
Node159,Node213,1
Node159,Node220,9
Node159,Node221,9
Node159,Node223,5
Node159,Node228,1
Node159,Node236,7
Node159,Node237,1
Node159,Node240,6
Node159,Node249,4
Node159,Node251,4
Node159,Node268,5
Node159,Node274,10
Node159,Node283,5
Node159,Node287,4
Node159,Node294,7
Node159,Node311,9
Node159,Node319,4
Node159,Node321,4
Node159,Node331,3
Node159,Node337,9
Node159,Node338,7
Node159,Node340,1
Node159,Node341,6
Node159,Node342,10
Node159,Node354,1
Node159,Node355,8
Node159,Node357,4
Node159,Node359,6
Node159,Node360,2
Node159,Node361,4
Node159,Node362,1
Node159,Node365,5
Node159,Node372,5
Node159,Node384,7
Node159,Node389,4
Node159,Node390,3
Node159,Node394,5
Node159,Node403,6
Node159,Node404,1
Node159,Node405,7
Node159,Node411,3
Node159,Node420,9
Node159,Node423,8
Node159,Node426,5
Node159,Node429,5
Node159,Node435,9
Node159,Node439,10
Node159,Node440,9
Node159,Node447,2
Node159,Node466,3
Node159,Node468,6
Node159,Node473,7
Node159,Node478,7
Node159,Node480,7
